LinkID,SampleID,HomeID,Type,PM25mass,Validity,Mass_mg,Volume_m3,comments,datestarted,dateended,PM25mass_flag
TX005130,20058,TX005,"PERSONAL ADULT",26.8,NULL,0.2415,9.02876,"","1999-08-18 00:00:00","1999-08-20 00:00:00",
TX006110,10089,TX006,INDOOR,13.7,NULL,0.4215,30.6992,"","1999-08-18 00:00:00","1999-08-20 00:00:00",
TX006120,10088,TX006,OUTDOOR,12.4,NULL,0.3595,28.9986,"","1999-08-18 00:00:00","1999-08-20 00:00:00",
TX006130,20060,TX006,"PERSONAL ADULT",17.9,NULL,0.162,9.03368,"","1999-08-18 00:00:00","1999-08-20 00:00:00",
TX007110,10094,TX007,INDOOR,58.2,NULL,1.454,24.9889,"","1999-08-31 00:00:00","1999-09-02 00:00:00",
TX007120,10000,TX007,OUTDOOR,25.2,NULL,0.6565,26.0305,"","1999-08-31 00:00:00","1999-09-02 00:00:00",
TX007130,20063,TX007,"PERSONAL ADULT",64,NULL,0.524,8.19,"","1999-08-31 00:00:00","1999-09-02 00:00:00",
TX008110,10085,TX008,INDOOR,28.9,0,0.887,30.7362,"Harvard indoor Teflon filter broken when taken apart","1999-08-31 00:00:00","1999-09-02 00:00:00",
TX008120,10093,TX008,OUTDOOR,NULL,0,0.114,NULL," Harvard outdoor final flow not taken (pump not runing)","1999-08-31 00:00:00","1999-09-02 00:00:00",NA
TX008130,20064,TX008,"PERSONAL ADULT",47.9,0,0.407,8.49232,"BGI flow change 16%","1999-08-31 00:00:00","1999-09-02 00:00:00",
TX009110,10005,TX009,INDOOR,14.4,NULL,0.4025,27.9438,"","1999-09-02 00:00:00","1999-09-04 00:00:00",
TX009120,10006,TX009,OUTDOOR,10.4,NULL,0.291,27.9727,"","1999-09-02 00:00:00","1999-09-04 00:00:00",
TX009130,20061,TX009,"PERSONAL ADULT",81,NULL,0.7435,9.17446,"","1999-09-02 00:00:00","1999-09-04 00:00:00",
TX010110,10003,TX010,INDOOR,14,NULL,0.402,28.8139,"","1999-09-08 00:00:00","1999-09-10 00:00:00",
TX010120,10008,TX010,OUTDOOR,15.6,NULL,0.4555,29.2476,"","1999-09-08 00:00:00","1999-09-10 00:00:00",
TX010130,20005,TX010,"PERSONAL ADULT",34.9,0,0.2875,8.2466,"BGI flow change 23%","1999-09-08 00:00:00","1999-09-10 00:00:00",
TX011110,10013,TX011,INDOOR,22.9,NULL,0.6385,27.8379,"","1999-09-08 00:00:00","1999-09-10 00:00:00",
TX011120,10009,TX011,OUTDOOR,17.3,0,0.4755,27.4492,"Harvard outdoor flow change 16%","1999-09-08 00:00:00","1999-09-10 00:00:00",
TX011130,20003,TX011,"PERSONAL ADULT",57.6,NULL,0.5315,9.2288,"","1999-09-08 00:00:00","1999-09-10 00:00:00",
TX012110,10125,TX012,INDOOR,8.4,NULL,0.2365,28.2482,"","1999-09-27 00:00:00","1999-09-29 00:00:00",
TX012120,10117,TX012,OUTDOOR,9.5,NULL,0.272,28.5412,"","1999-09-27 00:00:00","1999-09-29 00:00:00",
TX012130,20009,TX012,"PERSONAL ADULT",60,NULL,0.5205,8.67838,"","1999-09-27 00:00:00","1999-09-29 00:00:00",
TX013110,10119,TX013,INDOOR,32,NULL,0.88,27.5147,"","1999-10-04 00:00:00","1999-10-06 00:00:00",
TX013120,10118,TX013,OUTDOOR,25.4,NULL,0.7025,27.6278,"","1999-10-04 00:00:00","1999-10-06 00:00:00",
TX013130,20086,TX013,"PERSONAL ADULT",53,NULL,0.4665,8.80086,"","1999-10-04 00:00:00","1999-10-06 00:00:00",
TX014110,10144,TX014,INDOOR,11,0,0.289,26.2775,"Harvard indoor flow change 19%","1999-10-13 00:00:00","1999-10-15 00:00:00",
TX014120,10145,TX014,OUTDOOR,24.9,NULL,0.7215,29.0141,"","1999-10-13 00:00:00","1999-10-15 00:00:00",
TX014130,20107,TX014,"PERSONAL ADULT",33.8,NULL,0.306,9.0493,"","1999-10-13 00:00:00","1999-10-15 00:00:00",
TX015110,10152,TX015,INDOOR,16,NULL,0.4545,28.4491,"","1999-10-19 00:00:00","1999-10-21 00:00:00",
TX015120,10151,TX015,OUTDOOR,13.3,NULL,0.362,27.2939,"","1999-10-19 00:00:00","1999-10-21 00:00:00",
TX015130,20106,TX015,"PERSONAL ADULT",35.2,NULL,0.3085,8.77251,"","1999-10-19 00:00:00","1999-10-21 00:00:00",
TX016110,10157,TX016,INDOOR,16.1,0,0.421,26.2222,"Harvard indoor flow change 19%","1999-11-15 00:00:00","1999-11-17 00:00:00",
TX016120,10156,TX016,OUTDOOR,23.2,NULL,0.679,29.225,"","1999-11-15 00:00:00","1999-11-17 00:00:00",
TX016130,20024,TX016,"PERSONAL ADULT",62.4,NULL,0.557,8.92432,"","1999-11-15 00:00:00","1999-11-17 00:00:00",
TX017110,10181,TX017,INDOOR,19,NULL,0.5525,29.1514,"","1999-12-01 00:00:00","1999-12-03 00:00:00",
TX017120,10187,TX017,OUTDOOR,9,NULL,0.252,28.012,"","1999-12-01 00:00:00","1999-12-03 00:00:00",
TX017130,20124,TX017,"PERSONAL ADULT",31.4,NULL,0.2615,8.3174,"","1999-12-01 00:00:00","1999-12-03 00:00:00",
TX018110,10159,TX018,INDOOR,11.8,NULL,0.315,26.6392,"","1999-12-21 00:00:00","1999-12-23 00:00:00",
TX018120,10161,TX018,OUTDOOR,13,NULL,0.352,27.113,"","1999-12-21 00:00:00","1999-12-23 00:00:00",
TX018130,20100,TX018,"PERSONAL ADULT",51.2,NULL,0.463,9.04656,"","1999-12-21 00:00:00","1999-12-23 00:00:00",
TX018140,20108,TX018,"PERSONAL CHILD 1",0.7,0,0.007,9.39367,"""BGI personal child did not turn the pump on when changed the battery (looks lik","1999-12-21 00:00:00","1999-12-23 00:00:00",<DL
TX019110,10250,TX019,INDOOR,NULL,0,0.1485,NULL,"""Harvard indoor pump off, it overheated""","2000-01-03 00:00:00","2000-01-05 00:00:00",NA
TX019120,10342,TX019,OUTDOOR,12.1,NULL,0.336,27.8235,"","2000-01-03 00:00:00","2000-01-05 00:00:00",
TX019130,20151,TX019,"PERSONAL ADULT",22.7,0,0.202,8.89249,"BGI big hole on filter","2000-01-03 00:00:00","2000-01-05 00:00:00",
TX020110,10340,TX020,INDOOR,6.3,NULL,0.167,26.5108,"","2000-01-03 00:00:00","2000-01-05 00:00:00",
TX020120,10343,TX020,OUTDOOR,17.8,NULL,0.4985,28.0199,"","2000-01-03 00:00:00","2000-01-05 00:00:00",
TX020130,20098,TX020,"PERSONAL ADULT",20.8,NULL,0.1795,8.6192,"","2000-01-03 00:00:00","2000-01-05 00:00:00",
TX021110,10251,TX021,INDOOR,18,NULL,0.522,29.0329,"","2000-01-05 00:00:00","2000-01-07 00:00:00",
TX021120,10344,TX021,OUTDOOR,13.8,NULL,0.4175,30.351,"","2000-01-05 00:00:00","2000-01-07 00:00:00",
TX021130,20149,TX021,"PERSONAL ADULT",49.9,NULL,0.457,9.15456,"","2000-01-05 00:00:00","2000-01-07 00:00:00",
TX022110,10249,TX022,INDOOR,22.3,NULL,0.6355,28.5649,"","2000-02-02 00:00:00","2000-02-04 00:00:00",
TX022120,10258,TX022,OUTDOOR,23.3,NULL,0.6445,27.7249,"","2000-02-02 00:00:00","2000-02-04 00:00:00",
TX022130,20173,TX022,"PERSONAL ADULT",14.9,NULL,0.131,8.79087,"","2000-02-02 00:00:00","2000-02-04 00:00:00",
TX023110,10217,TX023,INDOOR,13.3,NULL,0.3965,29.8409,"","2000-02-09 00:00:00","2000-02-11 00:00:00",
TX023120,10216,TX023,OUTDOOR,9.5,NULL,0.2845,29.9708,"","2000-02-09 00:00:00","2000-02-11 00:00:00",
TX023130,20208,TX023,"PERSONAL ADULT",22.3,0,0.191,8.57904,"BGI flow change 16%","2000-02-09 00:00:00","2000-02-11 00:00:00",
TX024110,10275,TX024,INDOOR,11.6,NULL,0.3225,27.7835,"","2000-02-16 00:00:00","2000-02-18 00:00:00",
TX024120,10274,TX024,OUTDOOR,9.2,NULL,0.2735,29.6769,"","2000-02-16 00:00:00","2000-02-18 00:00:00",
TX024130,20203,TX024,"PERSONAL ADULT",60.6,NULL,0.521,8.59463,"","2000-02-16 00:00:00","2000-02-18 00:00:00",
TX025110,10221,TX025,INDOOR,17,NULL,0.4765,28.0915,"","2000-02-14 00:00:00","2000-02-16 00:00:00",
TX025120,10219,TX025,OUTDOOR,19.2,NULL,0.569,29.6529,"","2000-02-14 00:00:00","2000-02-16 00:00:00",
TX025130,20206,TX025,"PERSONAL ADULT",28.7,NULL,0.239,8.32939,"","2000-02-14 00:00:00","2000-02-16 00:00:00",
TX026110,10222,TX026,INDOOR,12.2,NULL,0.3425,28.055,"","2000-02-14 00:00:00","2000-02-16 00:00:00",
TX026120,10220,TX026,OUTDOOR,15.5,NULL,0.4635,29.9996,"","2000-02-14 00:00:00","2000-02-16 00:00:00",
TX026130,20205,TX026,"PERSONAL ADULT",1.8,0,0.0165,9.3061,"""BGI pump not working when picked up, no idea when pump stopping happened.""","2000-02-14 00:00:00","2000-02-16 00:00:00",
TX027110,10272,TX027,INDOOR,7.5,0,0.215,28.803,"Harvard indoor pump duration 40.7 hrs","2000-02-16 00:00:00","2000-02-18 00:00:00",
TX027120,10273,TX027,OUTDOOR,10,NULL,0.2845,28.4508,"","2000-02-16 00:00:00","2000-02-18 00:00:00",
TX028110,10347,TX028,INDOOR,13.4,NULL,0.3735,27.8668,"","2000-02-21 00:00:00","2000-02-23 00:00:00",
TX028120,10276,TX028,OUTDOOR,10.7,NULL,0.3075,28.6355,"","2000-02-21 00:00:00","2000-02-23 00:00:00",
TX028130,20248,TX028,"PERSONAL ADULT",36.8,NULL,0.331,8.98762,"","2000-02-21 00:00:00","2000-02-23 00:00:00",
TX029110,10348,TX029,INDOOR,17,NULL,0.5005,29.3945,"","2000-02-21 00:00:00","2000-02-23 00:00:00",
TX029120,10277,TX029,OUTDOOR,9.8,NULL,0.283,28.9316,"","2000-02-21 00:00:00","2000-02-23 00:00:00",
TX029130,20247,TX029,"PERSONAL ADULT",73.3,NULL,0.6715,9.15752,"","2000-02-21 00:00:00","2000-02-23 00:00:00",
TX030110,10377,TX030,INDOOR,14,NULL,0.388,27.7098,"","2000-02-23 00:00:00","2000-02-25 00:00:00",
TX030120,10376,TX030,OUTDOOR,12.2,NULL,0.335,27.5536,"","2000-02-23 00:00:00","2000-02-25 00:00:00",
TX030130,20251,TX030,"PERSONAL ADULT",38.7,NULL,0.3275,8.45609,"","2000-02-23 00:00:00","2000-02-25 00:00:00",
TX031110,10378,TX031,INDOOR,NULL,0,0.221,NULL,"Harvard indoor pump had shut off","2000-02-23 00:00:00","2000-02-25 00:00:00",NA
TX031120,10349,TX031,OUTDOOR,13,NULL,0.352,27.1882,"","2000-02-23 00:00:00","2000-02-25 00:00:00",
TX031130,20252,TX031,"PERSONAL ADULT",26.2,NULL,0.224,8.54953,"","2000-02-23 00:00:00","2000-02-25 00:00:00",
TX032110,10375,TX032,INDOOR,14.6,NULL,0.4185,28.7501,"","2000-02-28 00:00:00","2000-03-01 00:00:00",
TX032120,10374,TX032,OUTDOOR,8.4,NULL,0.2465,29.4694,"","2000-02-28 00:00:00","2000-03-01 00:00:00",
TX032130,20123,TX032,"PERSONAL ADULT",42.3,NULL,0.377,8.90588,"","2000-02-28 00:00:00","2000-03-01 00:00:00",
TX033110,10416,TX033,INDOOR,7.2,0,0.191,26.4158,"Harvard indoor flow change 16%","2000-03-13 00:00:00","2000-03-15 00:00:00",
TX033120,10417,TX033,OUTDOOR,11.8,NULL,0.3505,29.6689,"","2000-03-13 00:00:00","2000-03-15 00:00:00",
TX033130,20253,TX033,"PERSONAL ADULT",37,NULL,0.333,9.00422,"","2000-03-13 00:00:00","2000-03-15 00:00:00",
TX034110,10413,TX034,INDOOR,7.7,NULL,0.226,29.1977,"","2000-03-13 00:00:00","2000-03-15 00:00:00",
TX034120,10414,TX034,OUTDOOR,10,NULL,0.301,30.0032,"","2000-03-13 00:00:00","2000-03-15 00:00:00",
TX034130,20279,TX034,"PERSONAL ADULT",25.1,NULL,0.235,9.36537,"","2000-03-13 00:00:00","2000-03-15 00:00:00",
TX035110,10420,TX035,INDOOR,19.1,NULL,0.557,29.202,"","2000-03-15 00:00:00","2000-03-17 00:00:00",
TX035120,10421,TX035,OUTDOOR,16.5,0,0.418,25.2797,"Harvard outdoor flow change 29%","2000-03-15 00:00:00","2000-03-17 00:00:00",
TX035130,20297,TX035,"PERSONAL ADULT",19.6,0,0.1835,9.36667,"BGI pump stopped during sampling (ran 27 hrs)","2000-03-15 00:00:00","2000-03-17 00:00:00",
TX036110,10418,TX036,INDOOR,24.1,NULL,0.697,28.9625,"","2000-03-15 00:00:00","2000-03-17 00:00:00",
TX036120,10422,TX036,OUTDOOR,15.1,NULL,0.4545,30.0709,"","2000-03-15 00:00:00","2000-03-17 00:00:00",
TX036130,20254,TX036,"PERSONAL ADULT",NULL,0,0.0255,NULL,"BGI participant declined using it","2000-03-15 00:00:00","2000-03-17 00:00:00",NA
TX037110,10462,TX037,INDOOR,9,NULL,0.267,29.5934,"","2000-03-20 00:00:00","2000-03-22 00:00:00",
TX037120,10465,TX037,OUTDOOR,7.8,NULL,0.2395,30.7396,"","2000-03-20 00:00:00","2000-03-22 00:00:00",
TX037130,20300,TX037,"PERSONAL ADULT",20.6,NULL,0.1885,9.14573,"","2000-03-20 00:00:00","2000-03-22 00:00:00",
TX038110,10463,TX038,INDOOR,4.1,NULL,0.118,29.0218,"","2000-03-20 00:00:00","2000-03-22 00:00:00",
TX038120,10464,TX038,OUTDOOR,7.8,NULL,0.2295,29.2925,"","2000-03-20 00:00:00","2000-03-22 00:00:00",
TX038130,20298,TX038,"PERSONAL ADULT",26.1,NULL,0.226,8.66827,"","2000-03-20 00:00:00","2000-03-22 00:00:00",
TX039110,10468,TX039,INDOOR,13.3,NULL,0.386,29.1238,"","2000-03-22 00:00:00","2000-03-24 00:00:00",
TX039120,10480,TX039,OUTDOOR,13.3,NULL,0.382,28.7859,"","2000-03-22 00:00:00","2000-03-24 00:00:00",
TX039130,20304,TX039,"PERSONAL ADULT",45.1,NULL,0.409,9.0648,"","2000-03-22 00:00:00","2000-03-24 00:00:00",
TX040110,10466,TX040,INDOOR,35.3,NULL,1.055,29.8723,"","2000-03-22 00:00:00","2000-03-24 00:00:00",
TX040120,10479,TX040,OUTDOOR,12.7,NULL,0.383,30.1941,"","2000-03-22 00:00:00","2000-03-24 00:00:00",
TX040130,20303,TX040,"PERSONAL ADULT",NULL,0,0.001,NULL,"BGI final flow not taken due to pump shutdown","2000-03-22 00:00:00","2000-03-24 00:00:00",NA
TX041110,10543,TX041,INDOOR,4.8,NULL,0.1425,29.6323,"","2000-04-05 00:00:00","2000-04-07 00:00:00",
TX041120,10544,TX041,OUTDOOR,9.7,NULL,0.2695,27.7435,NULL,"2000-04-05 00:00:00","2000-04-07 00:00:00",
TX041130,20335,TX041,"PERSONAL ADULT",10.7,NULL,0.0985,9.1827,NULL,"2000-04-05 00:00:00","2000-04-07 00:00:00",
TX042110,10477,TX042,INDOOR,29.1,NULL,0.776,26.6579,NULL,"2000-03-27 00:00:00","2000-03-29 00:00:00",
TX042120,10476,TX042,OUTDOOR,17.5,NULL,0.4655,26.5753,NULL,"2000-03-27 00:00:00","2000-03-29 00:00:00",
TX042130,20302,TX042,"PERSONAL ADULT",68.2,NULL,0.5915,8.67321,NULL,"2000-03-27 00:00:00","2000-03-29 00:00:00",
TX043110,10469,TX043,INDOOR,14.9,NULL,0.4175,27.976,NULL,"2000-03-29 00:00:00","2000-03-31 00:00:00",
TX043120,10470,TX043,OUTDOOR,34,NULL,0.9795,28.8239,NULL,"2000-03-29 00:00:00","2000-03-31 00:00:00",
TX043130,20332,TX043,"PERSONAL ADULT",38.9,NULL,0.355,9.1168,NULL,"2000-03-29 00:00:00","2000-03-31 00:00:00",
TX044110,10472,TX044,INDOOR,31.6,NULL,0.8625,27.2665,NULL,"2000-04-03 00:00:00","2000-04-05 00:00:00",
TX044120,10471,TX044,OUTDOOR,9.5,NULL,0.277,29.1192,NULL,"2000-04-03 00:00:00","2000-04-05 00:00:00",
TX044130,20334,TX044,"PERSONAL ADULT",35.8,NULL,0.3155,8.80524,NULL,"2000-04-03 00:00:00","2000-04-05 00:00:00",
TX045110,10473,TX045,INDOOR,14.9,NULL,0.403,27.0748,NULL,"2000-04-03 00:00:00","2000-04-05 00:00:00",
TX045120,10474,TX045,OUTDOOR,8.9,NULL,0.2465,27.6911,NULL,"2000-04-03 00:00:00","2000-04-05 00:00:00",
TX045130,20333,TX045,"PERSONAL ADULT",20.8,NULL,0.179,8.60555,NULL,"2000-04-03 00:00:00","2000-04-05 00:00:00",
TX046110,10545,TX046,INDOOR,11.3,NULL,0.318,28.2537,NULL,"2000-04-05 00:00:00","2000-04-07 00:00:00",
TX046120,10546,TX046,OUTDOOR,8.7,NULL,0.257,29.4016,NULL,"2000-04-05 00:00:00","2000-04-07 00:00:00",
TX046130,20336,TX046,"PERSONAL ADULT",39.1,NULL,0.3765,9.63123,"","2000-04-05 00:00:00","2000-04-07 00:00:00",
TX047110,10542,TX047,INDOOR,58.2,NULL,1.572,27.0194,"","2000-04-10 00:00:00","2000-04-12 00:00:00",
TX047120,10549,TX047,OUTDOOR,6.4,NULL,0.181,28.5179,"","2000-04-10 00:00:00","2000-04-12 00:00:00",
TX047130,20338,TX047,"PERSONAL ADULT",65,NULL,0.5645,8.68395,"","2000-04-10 00:00:00","2000-04-12 00:00:00",
TX048110,10594,TX048,INDOOR,34.8,NULL,1.026,29.4526,"","2000-04-28 00:00:00","2000-04-30 00:00:00",
TX048120,10597,TX048,OUTDOOR,21.8,0,0.6615,30.38,"Harvard outdoor broken w/ big hole","2000-04-28 00:00:00","2000-04-30 00:00:00",
TX048130,20389,TX048,"PERSONAL ADULT",37.7,0,0.35,9.28848,"BGI filter missing (no 2nd weights)","2000-04-28 00:00:00","2000-04-30 00:00:00",
TX049110,10537,TX049,INDOOR,8,NULL,0.2465,30.6838,"","2000-04-12 00:00:00","2000-04-14 00:00:00",
TX049120,10538,TX049,OUTDOOR,11.3,NULL,0.328,28.9312,"","2000-04-12 00:00:00","2000-04-14 00:00:00",
TX049130,20339,TX049,"PERSONAL ADULT",28,NULL,0.258,9.22542,"","2000-04-12 00:00:00","2000-04-14 00:00:00",
TX050110,10540,TX050,INDOOR,13.6,0,0.4645,34.2086,"Harvard indoor flow change 20%","2000-04-17 00:00:00","2000-04-19 00:00:00",
TX050120,10551,TX050,OUTDOOR,16.3,NULL,0.5085,31.1418,"","2000-04-17 00:00:00","2000-04-19 00:00:00",
TX050130,20342,TX050,"PERSONAL ADULT",26.5,0,0.2405,9.06136,"BGI flow change 16%","2000-04-17 00:00:00","2000-04-19 00:00:00",
TX051110,10552,TX051,INDOOR,10.2,NULL,0.317,31.1019,"","2000-04-19 00:00:00","2000-04-21 00:00:00",
TX051120,10553,TX051,OUTDOOR,13.5,NULL,0.3735,27.7021,"","2000-04-19 00:00:00","2000-04-21 00:00:00",
TX051130,20392,TX051,"PERSONAL ADULT",37.8,NULL,0.358,9.47682,"","2000-04-19 00:00:00","2000-04-21 00:00:00",
TX052110,10555,TX052,INDOOR,19.4,NULL,0.518,26.6798,"","2000-04-26 00:00:00","2000-04-28 00:00:00",
TX052120,10554,TX052,OUTDOOR,18,NULL,0.524,29.0437,"","2000-04-26 00:00:00","2000-04-28 00:00:00",
TX052130,20386,TX052,"PERSONAL ADULT",29.6,NULL,0.2505,8.47665,"","2000-04-26 00:00:00","2000-04-28 00:00:00",
TX053110,10595,TX053,INDOOR,NULL,0,1.304,NULL,"""Harvard indoor pump no final flow, overheated""","2000-04-28 00:00:00","2000-04-30 00:00:00",NA
TX053120,10596,TX053,OUTDOOR,19.4,NULL,0.625,32.2028,"","2000-04-28 00:00:00","2000-04-30 00:00:00",
TX053130,20390,TX053,"PERSONAL ADULT",59.9,0,0.568,9.48137,"BGI filter missing","2000-04-28 00:00:00","2000-04-30 00:00:00",
TX054110,10599,TX054,INDOOR,4.2,NULL,0.119,28.316,"","2000-05-01 00:00:00","2000-05-03 00:00:00",
TX054120,10600,TX054,OUTDOOR,NULL,0,1.4045,NULL,"Harvard outdoor pump short-circuited due to rain/storm","2000-05-01 00:00:00","2000-05-03 00:00:00",NA
TX054130,20385,TX054,"PERSONAL ADULT",88.3,NULL,0.8055,9.12534,"","2000-05-01 00:00:00","2000-05-03 00:00:00",
TX055110,10603,TX055,INDOOR,3,NULL,0.0875,29.0845,"","2000-05-01 00:00:00","2000-05-03 00:00:00",
TX055120,10601,TX055,OUTDOOR,8.1,0,0.259,31.8249,"Harvard outdoor flow change 19%","2000-05-01 00:00:00","2000-05-03 00:00:00",
TX055130,20384,TX055,"PERSONAL ADULT",3.9,NULL,0.0375,9.63671,"","2000-05-01 00:00:00","2000-05-03 00:00:00",
TX056110,10606,TX056,INDOOR,16.2,NULL,0.4265,26.3438,"","2000-05-08 00:00:00","2000-05-10 00:00:00",
TX056120,10609,TX056,OUTDOOR,13,NULL,0.343,26.3193,"","2000-05-08 00:00:00","2000-05-10 00:00:00",
TX056130,20381,TX056,"PERSONAL ADULT",31.9,NULL,0.2745,8.60301,"","2000-05-08 00:00:00","2000-05-10 00:00:00",
TX057110,10608,TX057,INDOOR,13.4,NULL,0.354,26.4215,"","2000-05-08 00:00:00","2000-05-10 00:00:00",
TX057120,10605,TX057,OUTDOOR,10.6,NULL,0.325,30.5904,"","2000-05-08 00:00:00","2000-05-10 00:00:00",
TX057130,20382,TX057,"PERSONAL ADULT",28.6,NULL,0.268,9.36576,"","2000-05-08 00:00:00","2000-05-10 00:00:00",
TX058110,10602,TX058,INDOOR,12.3,NULL,0.3555,28.9396,"","2000-05-10 00:00:00","2000-05-12 00:00:00",
TX058120,10611,TX058,OUTDOOR,14.6,NULL,0.4485,30.7111,"","2000-05-10 00:00:00","2000-05-12 00:00:00",
TX058130,20417,TX058,"PERSONAL ADULT",25.6,NULL,0.2375,9.28108,"","2000-05-10 00:00:00","2000-05-12 00:00:00",
TX059110,10610,TX059,INDOOR,12.4,NULL,0.3395,27.4286,"","2000-05-10 00:00:00","2000-05-12 00:00:00",
TX059120,10612,TX059,OUTDOOR,14.4,NULL,0.3935,27.3971,"","2000-05-10 00:00:00","2000-05-12 00:00:00",
TX059130,20419,TX059,"PERSONAL ADULT",15.3,NULL,0.137,8.96828,"","2000-05-10 00:00:00","2000-05-12 00:00:00",
TX063110,10640,TX063,INDOOR,26.5,NULL,0.739,27.8759,"","2000-05-15 00:00:00","2000-05-17 00:00:00",
TX063120,10641,TX063,OUTDOOR,15.7,NULL,0.442,28.0956,"","2000-05-15 00:00:00","2000-05-17 00:00:00",
TX063130,20421,TX063,"PERSONAL ADULT",27.8,0,0.251,9.01785,"BGI pump momentarily stopped during sampling (ran 20 hrs)","2000-05-15 00:00:00","2000-05-17 00:00:00",
TX064110,10639,TX064,INDOOR,37.3,NULL,1.0715,28.7113,"","2000-05-17 00:00:00","2000-05-19 00:00:00",
TX064120,10638,TX064,OUTDOOR,12.5,NULL,0.435,34.7015,"","2000-05-17 00:00:00","2000-05-19 00:00:00",
TX064130,20441,TX064,"PERSONAL ADULT",46.7,NULL,0.289,6.19098,"","2000-05-17 00:00:00","2000-05-19 00:00:00",
TX072110,10631,TX072,INDOOR,12.7,NULL,0.3425,26.9281,"","2000-06-05 00:00:00","2000-06-07 00:00:00",
TX072120,10633,TX072,OUTDOOR,13.2,NULL,0.3615,27.3429,"","2000-06-05 00:00:00","2000-06-07 00:00:00",
TX073110,10642,TX073,INDOOR,10.9,NULL,0.295,26.9952,"","2000-06-05 00:00:00","2000-06-07 00:00:00",
TX073120,10632,TX073,OUTDOOR,18.6,NULL,0.5525,29.7102,"","2000-06-05 00:00:00","2000-06-07 00:00:00",
TX073130,20418,TX073,"PERSONAL ADULT",30.9,NULL,0.275,8.90766,"","2000-06-05 00:00:00","2000-06-07 00:00:00",
TX074110,10634,TX074,INDOOR,12.3,NULL,0.3355,27.2332,"","2000-06-07 00:00:00","2000-06-09 00:00:00",
TX074120,10635,TX074,OUTDOOR,19,NULL,0.5385,28.3483,"","2000-06-07 00:00:00","2000-06-09 00:00:00",
TX074130,20422,TX074,"PERSONAL ADULT",15.7,0,0.1365,8.70642,"""BGI head was disconnected from the pump, no estimation of the time sampler run","2000-06-07 00:00:00","2000-06-09 00:00:00",
TX076110,10636,TX076,INDOOR,5.6,NULL,0.149,26.8624,"","2000-06-12 00:00:00","2000-06-14 00:00:00",
TX076120,10644,TX076,OUTDOOR,9.2,NULL,0.257,28.062,"","2000-06-12 00:00:00","2000-06-14 00:00:00",
TX076130,20443,TX076,"PERSONAL ADULT",26.1,NULL,0.244,9.36288,"","2000-06-12 00:00:00","2000-06-14 00:00:00",
TX092110,10882,TX092,INDOOR,31.4,NULL,0.924,29.4726,"","2000-09-05 00:00:00","2000-09-07 00:00:00",
TX092120,10866,TX092,OUTDOOR,30.2,NULL,0.8535,28.2608,"","2000-09-05 00:00:00","2000-09-07 00:00:00",
TX001210,11074,TX201,INDOOR,11,NULL,0.3,27.3487,"","2001-02-07 00:00:00","2001-02-09 00:00:00",
TX001220,10990,TX201,OUTDOOR,11.7,NULL,0.3335,28.619,"","2001-02-07 00:00:00","2001-02-09 00:00:00",
TX001230,20664,TX201,"PERSONAL ADULT",15.5,NULL,0.14,9.02202,"","2001-02-07 00:00:00","2001-02-09 00:00:00",
TX002210,10012,TX202,INDOOR,14.2,NULL,0.385,27.1659,"","1999-09-15 00:00:00","1999-09-17 00:00:00",
TX002220,10011,TX202,OUTDOOR,23.1,NULL,0.6275,27.1256,"","1999-09-15 00:00:00","1999-09-17 00:00:00",
TX002230,20008,TX202,"PERSONAL ADULT",34.8,0,0.274,7.86522,"BGI flow change 24%","1999-09-15 00:00:00","1999-09-17 00:00:00",
TX003210,10383,TX203,INDOOR,6.3,NULL,0.178,28.3651,"","2000-03-01 00:00:00","2000-03-03 00:00:00",
TX003220,10381,TX203,OUTDOOR,11.3,NULL,0.3415,30.1768,"","2000-03-01 00:00:00","2000-03-03 00:00:00",
TX003230,20273,TX203,"PERSONAL ADULT",21.6,NULL,0.191,8.83469,"","2000-03-01 00:00:00","2000-03-03 00:00:00",
TX004210,10182,TX204,INDOOR,27.8,0,0.7905,28.4895,"""Harvard indoor flow change 19%, pump duration 40 hrs. Filter fell on the floor.","1999-11-08 00:00:00","1999-11-10 00:00:00",
TX004220,10183,TX204,OUTDOOR,28.4,NULL,0.64,22.5534,"","1999-11-08 00:00:00","1999-11-10 00:00:00",
TX004230,20102,TX204,"PERSONAL ADULT",42.5,NULL,0.344,8.0934,"","1999-11-08 00:00:00","1999-11-10 00:00:00",
TX005210,10149,TX205,INDOOR,29.4,NULL,0.8095,27.5408,"","1999-11-08 00:00:00","1999-11-10 00:00:00",
TX005220,10148,TX205,OUTDOOR,33.3,NULL,0.915,27.4605,"","1999-11-08 00:00:00","1999-11-10 00:00:00",
TX005230,20103,TX205,"PERSONAL ADULT",36.4,NULL,0.301,8.27193,"","1999-11-08 00:00:00","1999-11-10 00:00:00",
TX006210,10155,TX206,INDOOR,16.1,NULL,0.4525,28.0738,"","1999-11-15 00:00:00","1999-11-17 00:00:00",
TX006220,10154,TX206,OUTDOOR,19.2,0,0.5185,27.0601," Harvard outdoor flow change 18%","1999-11-15 00:00:00","1999-11-17 00:00:00",
TX006230,20025,TX206,"PERSONAL ADULT",21.6,NULL,0.209,9.68617,"","1999-11-15 00:00:00","1999-11-17 00:00:00",
