,no2
888778,4.7
716832,21.8
130523,4.7
287797,28.3
30969,28.3
711597,16.4
810347,31.0
230188,9.3
491075,11.3
1028954,21.0
668525,6.5
450270,13.3
945133,27.4
480468,13.7
258775,16.9
759185,26.5
460441,16.7
981018,12.9
1024051,45.3
304653,23.7
316410,13.4
749943,24.1
415429,42.3
993054,5.8
143666,16.9
584582,14.7
408147,13.7
434118,6.1
539451,9.1
432621,18.7
185271,17.1
971233,29.6
813220,38.3
232828,5.6
151278,53.5
47870,36.0
991312,14.0
979442,14.9
81054,7.0
72718,9.0
144288,13.4
78964,14.0
573351,9.9
640613,19.0
810578,21.2
709282,19.5
197429,25.7
379904,36.4
952435,28.1
1017964,19.0
498290,10.2
68740,20.0
872130,32.5
354575,26.7
38922,27.0
574314,8.4
247371,7.8
322247,1.7
876544,21.1
400639,31.7
493315,9.9
682531,26.3
675329,43.2
950234,5.3
483337,27.3
1033880,26.4
32157,1.4
14796,20.9
915705,9.0
64564,16.0
61461,5.0
92362,21.0
232707,14.1
199460,36.1
1024267,39.5
133818,7.0
444553,14.3
58419,28.0
206109,18.0
762041,13.9
407525,13.6
946123,38.8
885454,15.9
349789,22.7
493987,5.7
310330,2.0
661955,32.0
943279,24.8
763127,12.7
536837,7.1
127274,16.0
191227,6.8
892668,5.3
926814,9.8
961855,22.9
702404,31.6
755428,20.4
601060,9.2
94147,34.0
253117,18.3
198780,7.3
525530,47.5
263946,42.0
827274,45.9
626900,10.4
821365,3.7
204888,14.5
671478,2.8
1011499,56.9
396828,34.9
468792,12.3
827459,13.9
965079,12.8
865188,8.3
377032,22.9
962105,17.3
118899,21.9
844178,9.2
759319,31.5
146081,2.6
148195,21.2
347701,21.1
778669,8.0
1038341,11.4
8388,2.5
571032,24.8
280131,21.3
647096,17.0
41080,13.0
706017,10.9
231647,47.1
905060,21.7
69478,15.0
34992,1.0
770738,11.0
485988,2.4
379853,23.0
655450,6.0
896196,3.1
701179,19.4
530866,26.6
640878,18.8
902355,10.6
247988,30.8
1008925,11.0
174489,38.4
208397,26.0
893176,13.9
450915,5.5
780747,20.0
31986,14.4
746425,13.4
986179,10.1
540,7.0
886908,3.6
1007732,6.9
64912,5.0
582838,18.2
559631,6.8
859432,31.7
34200,8.1
459213,43.7
105399,14.0
75299,4.0
25551,1.4
64916,22.0
698876,25.0
59107,15.0
264067,11.6
32886,13.5
63918,15.0
529409,11.8
643398,38.0
586086,22.2
219303,31.1
18081,2.0
982966,7.6
149690,49.0
264591,8.6
163254,33.1
223625,27.1
702487,25.5
626781,24.6
436824,6.2
156849,27.2
414999,11.4
658240,18.1
120451,18.0
572515,19.7
546567,5.6
192550,14.0
48402,41.0
841395,9.7
861580,15.0
623621,8.5
632691,41.0
949548,20.4
80878,27.0
557163,5.7
452862,22.6
516683,37.9
768221,8.0
590806,24.8
938709,13.6
2466,15.2
143134,4.7
492437,1.8
743679,3.2
115243,12.1
765378,24.0
1557,5.0
364667,12.5
728964,16.0
366478,9.9
850323,18.9
652175,31.2
853510,9.2
415328,74.7
430150,23.5
131846,29.6
31275,9.0
757123,32.7
800981,20.6
951931,10.8
691278,12.2
331821,30.8
809011,9.1
1025804,9.4
867548,11.8
669991,7.1
150574,20.9
475335,66.2
925583,27.3
284766,32.0
994135,4.8
1002264,43.6
389864,17.9
565594,10.0
710447,6.0
989569,8.0
76531,8.0
52065,4.0
576621,26.5
752938,8.5
787855,19.0
705611,17.9
781238,30.0
8235,36.5
988794,7.4
395930,44.6
532924,25.9
432951,10.7
964854,3.3
1031817,20.4
264047,13.9
248268,9.6
189586,26.3
662107,25.3
1035479,20.5
277736,14.0
570864,27.4
833882,43.0
782489,5.0
868716,14.8
1037938,24.3
718936,33.4
761521,42.0
637530,44.7
177551,10.8
284566,32.3
30825,2.3
315746,8.9
622406,7.2
125397,1.3
380922,7.9
196905,13.3
973410,23.7
457512,49.3
1042418,9.9
1027955,48.9
773548,25.0
343442,34.4
471794,38.4
826896,25.9
925457,9.6
542871,22.4
658968,9.8
917370,23.5
737661,13.4
786494,17.0
26253,1.1
633679,47.6
363505,8.8
208569,18.1
780629,25.0
656121,17.1
690812,18.4
609315,16.1
534041,43.0
961682,9.1
30024,10.1
765369,14.0
441877,27.9
739259,20.5
694812,15.1
423252,10.3
882986,23.5
210749,28.0
694454,22.9
6291,5.6
107401,22.0
497134,4.3
2934,5.9
1024220,15.1
99019,53.2
263552,20.4
697823,11.0
545802,48.4
171667,24.2
893903,16.7
683522,18.7
641653,35.1
684522,5.0
880747,5.9
800342,7.0
16605,1.7
698016,13.7
29583,12.7
609593,19.5
99770,40.0
368794,20.0
484004,9.2
571184,12.4
899768,33.5
577933,38.5
232317,20.6
711818,11.9
29844,10.5
962325,11.1
110922,43.9
979145,29.5
368965,27.9
919046,27.3
354458,36.5
800846,8.8
618633,8.2
539563,41.0
89420,27.0
820924,18.4
582282,23.4
965286,2.8
281646,17.5
1020340,36.7
454848,13.9
23859,29.3
1044873,43.0
647883,24.2
684900,42.4
504768,27.8
841433,4.4
878522,13.6
304074,11.0
888639,15.1
547424,19.2
909655,5.4
542035,11.5
24030,12.1
221323,21.0
122286,43.0
401294,7.9
804047,39.0
287244,35.5
426976,18.4
170791,8.8
718036,7.1
599093,18.9
967696,39.9
357028,43.2
404343,29.9
15219,7.9
890849,20.1
21312,9.0
424916,55.6
375748,15.3
106103,24.9
700162,37.9
524513,13.5
141362,38.9
779540,26.0
380668,10.7
558017,20.5
440448,4.2
818009,23.8
818711,19.6
545466,41.6
364629,7.2
711154,18.2
804261,7.8
934817,8.5
402026,26.5
442572,10.7
691336,15.8
918891,16.1
762184,5.9
310502,4.6
198042,4.5
198615,6.6
759814,32.5
226638,36.7
647896,19.3
309152,8.4
218885,18.2
143842,18.5
759278,23.5
953593,6.7
971449,24.7
812435,28.7
569737,9.4
1038620,9.3
911474,2.8
149891,39.6
806752,16.0
36414,28.0
617817,1.2
882730,4.1
882570,4.5
716032,21.3
412474,10.7
641953,35.7
784314,42.0
128736,2.4
873835,9.1
456642,22.1
776984,13.0
88071,34.0
60465,39.0
388988,10.9
672502,21.4
645800,31.9
905505,21.6
1045316,5.4
887828,9.6
223580,45.9
612103,1.0
912818,2.2
616194,8.3
714704,21.7
63599,4.0
622208,4.6
685679,13.3
504694,17.6
278591,20.8
830336,23.9
730690,25.9
999191,33.5
22752,7.5
883427,29.0
823943,31.4
558426,13.4
968056,48.9
311547,5.1
867670,6.5
783304,23.0
300773,47.4
461105,9.2
15732,0.4
14220,31.3
443790,2.6
804513,6.9
576453,1.1
823142,17.4
270194,27.4
753950,13.1
506727,36.8
172401,41.8
180472,24.1
905656,7.9
6516,2.8
819966,16.5
119200,11.3
138080,35.2
662022,37.8
190473,9.6
641821,40.0
905404,9.6
458971,26.6
504911,9.1
412824,12.9
483663,24.7
145080,12.6
347734,38.6
193421,24.2
307906,2.9
652605,15.5
1023263,12.3
835820,30.5
496197,4.4
388919,19.4
874600,22.8
280118,8.0
18162,10.7
684022,22.3
607274,35.0
174946,12.0
363450,9.0
1003644,20.3
2655,13.7
694123,12.5
282318,7.0
840427,5.0
814754,29.6
255652,6.8
524698,32.9
541104,14.5
1012975,14.7
226039,5.1
10350,3.3
651650,6.0
73434,21.0
792904,42.3
136352,18.2
623798,18.7
11259,6.4
62383,20.0
808410,7.0
749533,22.6
1030043,1.9
44458,29.0
44986,24.0
962440,13.8
284964,17.4
189381,19.9
418035,12.8
827636,9.8
960937,31.0
202054,15.9
958231,18.3
842783,16.3
93786,7.5
309818,22.0
205290,14.4
497100,4.0
651314,13.5
261216,9.9
483173,32.7
158101,8.3
717180,15.7
866612,12.1
437654,7.3
950099,24.3
389520,20.5
200717,20.6
978970,36.6
168352,32.6
790015,23.0
127664,10.0
811334,47.4
115083,14.8
96390,19.5
169589,32.2
55311,9.0
950162,5.1
185832,17.8
971157,17.6
621615,9.0
966789,25.1
1045758,2.7
601855,7.9
146077,7.2
18414,4.0
493167,14.2
671835,5.1
143541,32.6
367025,18.7
1042884,7.5
930976,48.0
767600,31.0
48926,38.0
860339,10.5
926625,9.1
526798,19.8
978262,4.6
455318,13.9
674451,2.3
1035389,18.8
627754,8.0
182763,8.9
855396,27.8
9441,12.0
744815,16.0
99242,38.4
1047237,13.2
699700,19.3
798598,3.9
201543,26.6
176144,9.1
585615,27.5
992784,25.2
588314,16.3
875439,41.4
22113,0.8
933172,9.3
639882,2.9
209368,23.8
980191,21.1
20385,10.6
642558,34.3
164310,12.7
290849,24.0
88411,16.0
804828,17.6
468864,17.8
954232,2.4
915137,34.7
720152,16.6
862273,7.3
64199,1.0
406628,14.6
728993,13.9
26811,10.8
451952,6.1
859403,20.6
914024,10.0
331850,19.2
112619,13.4
932164,11.8
223198,12.3
889160,6.8
753101,29.2
516237,23.7
1009229,5.5
239700,5.6
38783,46.0
658269,31.8
909239,6.4
693638,22.6
206478,48.9
82509,40.0
586241,10.9
63483,8.0
130895,7.6
436959,11.0
815724,10.2
46169,52.0
136234,16.8
941047,1.0
486867,15.5
158277,11.2
765104,4.6
261817,27.6
759424,11.2
317152,30.4
693500,60.2
887790,7.0
828752,18.7
133209,11.9
697285,7.9
72043,11.0
168164,20.7
137422,17.5
192098,6.1
427737,0.8
113558,26.9
759023,36.0
684620,6.3
652889,32.4
979417,40.1
386408,25.9
373793,11.6
433785,1.9
727548,2.4
559611,2.6
59811,16.0
580443,21.8
530682,24.1
529703,5.0
63847,3.0
259614,10.2
593318,42.8
140549,13.5
798947,7.6
568617,11.2
238488,43.3
416155,4.3
698188,35.3
293583,19.6
1012912,12.7
489499,28.2
908202,43.1
35487,17.7
318471,4.2
150545,5.1
133994,8.4
910848,12.4
758971,33.7
78247,7.0
1037477,25.4
967865,26.8
741777,31.1
836160,20.1
368768,5.0
225700,36.6
126936,16.6
476293,17.5
702520,42.2
822638,11.3
368596,8.0
407492,23.3
1036372,24.8
890265,18.3
105575,11.3
13707,1.8
999551,20.6
218774,14.9
393885,15.5
882141,7.6
157185,42.3
65482,7.0
41820,23.0
954580,29.0
187826,6.5
1046879,2.0
94332,46.0
480636,6.0
477305,16.4
117694,6.4
827371,23.0
402968,23.0
25884,0.5
961720,6.7
544650,15.9
759620,25.5
1021454,8.7
831340,20.6
738100,1.7
125152,4.8
755614,19.2
946789,26.3
760385,32.3
687560,14.6
730540,7.7
780242,10.0
762158,10.1
2880,28.3
992780,18.5
1030789,2.3
942665,8.0
459753,30.1
438581,15.2
760991,14.9
220967,32.0
473445,50.0
589403,10.9
316569,4.7
205623,59.7
768788,15.0
638696,21.0
915970,9.6
538223,27.9
333011,3.5
626521,14.6
1031034,36.3
389340,2.0
516565,41.0
272086,28.8
398186,23.7
621451,7.9
357582,12.4
380664,0.9
683182,4.1
162918,10.3
559092,9.6
507364,21.9
655067,24.0
920520,21.1
156820,20.4
866826,8.8
723166,14.0
870295,24.4
414118,14.4
524130,9.7
512481,13.6
819496,9.8
763801,16.4
546584,5.8
809355,10.9
793233,37.0
708220,31.9
493819,11.0
797678,8.1
29475,14.6
665320,7.1
231752,25.9
713826,30.4
316573,2.2
829764,48.3
669318,17.5
742621,20.2
5832,7.2
1046013,5.1
21357,4.7
401273,3.8
158929,35.5
323811,11.8
24957,14.1
377523,32.4
517233,30.1
288677,29.2
957219,5.2
77786,30.0
615239,15.9
412702,35.1
262530,22.2
782057,19.0
708216,15.4
781200,16.0
100126,40.2
495578,35.0
561394,9.7
929507,3.8
170984,18.1
926373,16.7
396098,40.0
841086,20.1
187650,4.3
908454,6.7
510731,13.1
39962,26.0
619584,1.2
870169,30.3
591911,9.5
26307,1.9
906127,9.1
10341,0.8
897453,19.9
893957,3.2
825228,6.4
80426,19.0
920016,18.8
843764,10.0
482484,11.8
548188,26.1
761507,4.5
759473,17.0
5391,9.5
778291,6.0
746340,21.4
563716,5.8
678308,10.7
319899,2.3
195966,5.9
152629,13.2
688954,8.5
1013600,16.7
954636,8.9
141551,18.1
662674,9.0
583893,21.5
101100,32.6
520921,48.3
38075,7.0
1047026,5.9
957194,5.6
1021805,27.2
937485,8.1
327202,14.4
864629,12.3
1038917,14.9
653393,30.1
624200,0.6
42473,37.0
38586,16.0
971906,34.7
192931,16.7
761141,44.1
711646,30.5
769389,25.0
682941,24.6
340611,17.2
73887,14.0
173814,25.7
937158,40.5
542416,15.4
948807,15.6
802736,5.5
735934,9.8
239746,8.8
918261,40.2
916512,26.5
6372,3.0
603029,13.4
417652,28.7
753204,5.5
1011668,17.1
46818,46.0
574759,50.4
129946,5.7
845746,14.4
279251,12.9
64753,13.0
16515,6.5
745155,12.0
982419,3.4
153353,6.5
844988,9.3
476612,13.8
841845,2.3
382186,11.4
788267,30.2
225352,24.4
479809,8.1
324891,18.1
403694,12.8
155642,23.9
761223,22.7
341892,13.8
493483,20.2
776354,7.0
334245,42.1
854514,4.0
22635,7.4
562964,9.2
490786,33.7
355148,6.2
743857,20.4
27423,5.4
36324,27.5
58880,31.0
328328,20.8
870924,27.3
652822,11.9
363458,14.0
629642,17.0
625482,10.6
388816,15.2
759615,13.1
524331,10.7
1036487,15.8
338989,25.0
889484,10.3
236446,36.9
759691,8.0
737305,14.7
334462,18.0
983821,12.5
318869,20.4
29061,0.5
793519,28.4
813245,14.4
972309,6.6
636305,32.8
913549,19.9
743226,17.3
883049,12.2
1023144,16.9
19458,10.1
803413,3.6
69530,9.0
295107,4.8
1037252,2.3
778354,7.0
597093,27.2
461691,30.9
513494,40.8
874877,19.9
617493,12.9
345503,18.3
779119,19.0
510915,31.5
750825,23.1
968823,7.0
899386,35.5
1015089,5.5
981150,4.7
796893,8.9
316745,3.2
874969,18.1
53039,9.0
24624,5.4
871655,6.6
313258,1.5
676462,19.4
504945,12.0
708621,29.3
760839,21.7
611930,10.1
740420,26.6
897129,1.7
563448,21.4
528764,5.5
968526,26.8
613255,14.8
1008896,10.6
110433,20.0
560950,11.4
429955,5.6
835593,15.4
306700,42.0
845796,8.8
242848,15.1
799010,5.5
763779,12.9
226966,14.9
804324,6.8
458404,20.3
648646,19.7
772128,22.0
722515,4.4
25191,0.8
826388,10.6
254890,9.2
878022,36.5
370549,3.8
567388,13.8
449584,25.0
547817,23.1
575312,20.2
580777,40.2
408216,13.2
787007,12.8
1003471,5.3
140650,8.5
248733,13.8
129132,12.9
767625,24.0
185186,31.4
646588,6.6
479805,4.9
1045323,9.8
410302,7.6
200320,19.8
831457,9.2
440781,5.5
932884,24.7
205610,48.1
921440,25.1
382678,13.4
156790,28.6
995376,50.0
354089,29.8
618641,16.3
274802,10.8
493118,10.7
1035724,14.2
792065,13.3
681981,13.1
455524,8.0
324883,14.3
780024,19.0
227846,34.1
796956,7.4
425793,6.7
711367,10.0
240299,8.8
674947,18.4
469016,28.4
422620,6.8
492097,4.5
803892,18.9
207588,37.3
408577,1.9
967264,6.2
345147,1.0
738933,18.9
189019,7.7
212157,48.2
641281,4.5
717445,34.9
876132,9.1
422237,35.5
176496,30.2
43740,9.0
821601,10.1
509649,27.6
298312,19.3
235899,11.8
815031,3.2
442321,9.6
860566,25.1
238172,25.3
435910,2.4
141057,25.6
958159,14.2
409422,2.1
941009,8.2
60936,17.0
648983,1.0
995736,11.3
289998,9.0
115018,8.0
1045380,10.0
804144,12.4
115435,19.1
937379,3.1
1046619,7.6
727758,7.3
29979,20.8
231471,52.5
703427,9.3
588416,17.9
587011,30.0
743083,26.2
373130,15.4
211511,33.4
387037,2.0
688016,11.8
630659,16.9
994706,15.5
760685,15.1
1005237,16.4
976682,14.4
673193,12.5
1033889,4.6
480485,19.0
746541,17.8
93766,15.0
720320,26.9
199950,13.0
214176,35.6
352944,24.3
41034,12.0
187194,6.7
867863,29.9
1040094,5.3
600883,13.8
552056,19.9
322968,16.2
517829,3.5
695631,14.5
838565,3.3
873466,50.6
629954,25.9
658580,46.2
636321,26.1
65358,6.0
775951,26.0
16650,19.1
760219,13.1
15489,2.1
524967,19.5
896045,22.8
61796,1.0
286359,28.5
739430,6.0
738779,21.0
132307,11.2
501567,6.2
262161,12.9
306691,44.8
619171,10.1
781141,42.0
367090,12.1
386564,38.8
437226,4.6
928953,11.2
346510,8.1
1009056,6.1
980785,2.8
991456,6.1
591609,15.9
148841,22.2
606490,15.3
764807,28.0
320277,11.0
703799,15.9
677490,15.8
452028,21.3
628679,20.3
664715,23.4
447598,3.5
670999,4.0
1046372,29.5
670835,0.3
403002,15.2
994825,25.9
481354,19.4
173952,18.3
99191,6.1
448159,6.4
362492,7.2
248243,28.5
294048,23.4
805089,25.1
278681,7.2
938234,26.2
444334,15.1
703844,22.5
13014,0.8
405425,63.3
704279,29.2
13248,0.7
566819,10.3
844635,8.0
1043138,12.0
909844,11.1
598228,7.9
207236,55.2
58399,13.0
127521,7.7
666579,33.3
489768,20.2
316820,20.8
719217,9.6
823394,9.1
434687,13.3
751950,62.0
351214,8.1
521806,32.3
71184,30.0
578898,6.3
976293,36.9
1021564,23.3
435650,15.4
563300,21.2
915361,10.3
225914,55.1
941704,14.9
36996,0.8
343231,37.7
845114,9.5
341615,22.3
566557,18.2
31257,0.5
1028506,4.9
82321,59.0
506891,23.3
724817,14.1
87912,40.0
368605,11.8
421043,38.5
917143,10.9
790771,15.3
879815,36.0
526651,31.7
531706,49.8
515363,31.3
356621,12.9
106815,16.1
770616,13.0
728833,24.3
18909,0.5
957939,4.1
704939,40.3
637716,32.2
631200,6.1
289838,4.7
723544,14.3
970043,9.5
180695,46.9
955679,3.2
473949,46.9
731608,5.5
536435,9.8
463248,34.7
984003,31.5
1019256,27.5
109786,17.0
496738,11.3
214013,37.3
656433,10.7
657937,23.4
487962,31.2
857412,5.0
392322,16.4
283035,35.0
647609,29.2
173604,43.9
786251,11.4
281845,29.0
314969,6.8
395796,36.0
627475,13.5
963088,27.6
788611,36.0
10152,1.2
286498,8.4
774543,7.0
763638,23.5
819231,15.1
676311,29.7
80732,8.0
865600,18.8
884629,4.9
806592,23.0
711277,22.7
594277,18.0
12789,7.2
237697,14.9
860285,23.3
189749,18.6
862151,28.9
6318,6.8
270792,24.0
536202,41.7
552157,8.3
568262,18.6
467215,44.9
778741,18.0
352873,21.7
242000,11.0
401277,1.5
572208,1.0
462003,22.3
666747,13.2
619929,8.0
962080,25.3
1029899,2.0
641617,42.5
195705,12.1
918601,12.5
137938,24.7
305122,3.9
760440,12.7
459939,18.5
164085,30.2
57296,60.0
579081,12.8
718090,15.8
216281,39.8
300584,15.8
514308,28.0
34614,0.9
394541,13.5
763062,26.6
1010788,6.8
972817,8.3
482156,23.5
522814,28.1
608861,31.5
45742,25.0
393035,27.0
514441,36.4
855110,13.6
545428,14.5
29754,6.8
85675,26.0
18711,0.3
160458,18.9
865629,5.6
630443,24.2
548304,31.7
860150,6.2
806693,39.7
709643,27.1
200646,4.8
5922,6.5
31860,1.7
164334,15.3
351768,37.5
439593,26.5
293364,26.7
177081,30.5
17145,3.3
1006938,9.4
594584,8.6
20664,12.9
387444,17.6
908609,18.4
807319,24.7
542609,15.3
688506,10.1
724380,30.4
970556,33.8
472663,25.4
775396,8.0
102446,20.0
506439,20.2
202935,24.4
690196,4.3
212039,39.0
279465,35.2
24912,5.5
751804,54.7
590596,34.8
964384,3.0
1045853,17.0
328382,23.9
530539,45.3
582954,30.2
599589,10.7
841530,11.1
50642,51.0
693449,45.5
785633,11.6
126384,3.5
890748,12.1
858323,8.1
761310,17.8
755475,19.8
486539,20.8
521674,9.4
52736,10.0
8406,3.7
36579,10.5
805521,6.3
752606,10.0
572642,24.8
191789,10.4
759787,16.1
386702,15.6
549,2.0
61171,26.0
188094,15.3
804396,8.5
9279,11.4
720924,25.0
490905,16.2
389692,7.7
617657,5.6
351743,33.9
1007408,4.3
847492,3.8
35208,1.8
985713,1.6
608447,8.7
89579,10.0
140302,10.5
673626,17.8
468990,6.5
945032,13.0
57399,38.0
255213,18.1
991725,10.0
760908,20.5
215921,23.3
1024868,4.2
428246,55.0
684452,15.6
873844,19.6
361697,28.2
67754,14.0
553828,13.6
850003,34.0
768860,18.0
530530,30.4
1011038,6.4
1015739,7.1
368302,8.7
229722,27.7
408777,14.8
466213,15.6
725028,20.7
965252,17.2
924115,18.0
54001,33.0
509009,34.0
522080,5.2
22482,3.4
697302,17.7
764851,22.4
300593,27.1
788069,22.5
662562,11.4
730362,4.0
843415,8.1
207165,9.1
346913,7.2
374989,5.3
795612,26.7
716643,37.9
637650,10.8
1046303,1.8
699044,22.8
618145,0.5
939980,27.8
108403,30.0
638831,41.3
755139,27.7
36804,4.2
24750,7.3
208577,42.1
333754,16.1
472109,14.3
28206,7.7
257485,13.6
836450,18.7
319598,8.0
668991,10.9
483488,9.4
626965,11.3
146760,7.1
1045089,43.5
582047,9.3
523626,6.5
53108,7.0
189520,6.7
684350,8.8
940153,19.1
1040026,14.5
339756,29.4
5769,24.7
552764,20.3
739113,22.8
856404,8.6
1046905,10.0
526134,24.9
768095,18.0
989578,11.6
891160,10.2
558607,32.2
759667,18.2
101758,9.5
70886,36.0
625039,14.5
73294,9.0
975755,8.7
938277,12.1
633281,3.6
266366,27.1
835883,17.7
454993,20.6
59511,17.0
578682,14.9
804677,23.3
356625,38.0
312202,4.5
228361,29.3
707409,13.3
989688,7.0
392481,4.3
724482,9.8
916130,3.5
570073,5.2
103144,11.2
509157,43.1
541642,22.8
145042,11.6
339469,20.3
672356,16.2
401127,16.5
58726,13.0
91268,23.0
222867,24.1
987043,26.4
19395,1.3
707413,6.4
928233,4.4
822285,8.9
134567,4.9
368151,11.7
64379,14.0
662947,2.2
810549,13.8
511164,7.7
206487,48.9
262006,22.9
974130,14.5
518663,6.4
114924,12.5
300932,14.1
103844,27.0
779472,13.0
57309,50.0
432778,12.2
134658,14.4
254341,5.7
861798,13.4
644919,34.4
796582,22.0
1030645,7.0
800351,11.9
331846,40.4
488782,33.1
333286,7.3
595504,9.7
503613,6.1
340169,42.4
264445,30.6
832987,32.0
595903,7.5
17838,2.6
338884,35.7
164557,18.8
760709,13.9
44806,11.0
719764,23.1
89854,17.0
1045995,5.5
658493,24.0
998137,29.5
880659,44.3
864638,22.2
971699,4.1
416866,46.6
887882,4.8
438855,4.7
88256,32.0
661964,28.4
583407,36.8
