,aqi_no2
1026867,safe
806311,safe
12015,safe
501752,safe
736944,safe
1019717,safe
398718,safe
833815,safe
36657,safe
14058,safe
265123,safe
249811,safe
91587,safe
621880,safe
405450,unhealthy for sensitive groups
269751,safe
111923,safe
515237,safe
465216,safe
124428,safe
715161,safe
584893,safe
244619,safe
578129,safe
803451,safe
595671,safe
523081,safe
283718,safe
84010,safe
140585,safe
426389,safe
728791,safe
286544,safe
1028540,safe
293335,safe
998434,safe
327112,safe
304754,safe
1040166,safe
801350,safe
616030,safe
450505,safe
509213,safe
65247,safe
637297,safe
718545,safe
373205,safe
965248,safe
222486,safe
558942,safe
760557,safe
82063,safe
780886,safe
622700,safe
1024033,safe
691984,safe
761961,safe
982102,safe
586254,safe
180468,safe
429677,safe
890408,safe
742924,safe
793733,safe
21015,safe
300107,safe
407890,safe
226195,safe
166876,safe
109045,safe
505599,safe
760100,safe
228042,safe
66362,safe
286765,safe
924968,safe
819134,safe
337351,unhealthy for sensitive groups
1045629,safe
722847,safe
4842,safe
698576,safe
721830,safe
460858,safe
413229,safe
842837,safe
372681,safe
1045802,safe
754942,safe
948735,safe
536505,safe
803337,safe
369620,safe
186968,safe
1045228,safe
867418,safe
356848,safe
438738,safe
612676,safe
332139,safe
856307,safe
139301,safe
65658,safe
225491,safe
920495,safe
728787,safe
367291,safe
872029,safe
23607,safe
35289,safe
943106,safe
569540,safe
717282,safe
977893,safe
145780,safe
52430,safe
218664,safe
826959,safe
127121,safe
593038,safe
727844,safe
17136,safe
573215,safe
161012,safe
281966,safe
545150,safe
773044,safe
212648,safe
913196,safe
492937,safe
1031178,safe
640490,safe
886748,safe
957626,safe
1041437,safe
872659,safe
345868,safe
834109,safe
483757,safe
554113,safe
747881,safe
389975,safe
458794,safe
768797,safe
310381,safe
976563,safe
764530,safe
119747,safe
180481,safe
254149,safe
492667,safe
80582,safe
478535,safe
797561,safe
860314,safe
997232,safe
49278,safe
184126,safe
905161,safe
1042816,safe
972347,safe
1028549,safe
930951,safe
744143,safe
41872,safe
837512,safe
184314,safe
892067,safe
222437,safe
423344,safe
848860,safe
1008098,safe
776102,safe
137094,safe
666,safe
335083,safe
25272,safe
715969,safe
506150,safe
286535,safe
399401,safe
121185,safe
925056,safe
449571,safe
644341,safe
307554,safe
856055,safe
167567,safe
3294,safe
1014864,safe
333774,safe
971373,safe
112464,safe
819143,safe
968857,safe
86364,safe
1009589,safe
971949,safe
318014,safe
483202,safe
195282,safe
869463,safe
86695,safe
967446,safe
85770,safe
1046331,safe
290022,safe
809103,safe
426268,safe
481661,safe
22428,safe
892983,safe
541559,safe
953508,safe
591259,safe
836630,safe
631708,safe
906064,safe
466668,safe
18621,safe
273511,safe
832857,safe
972338,safe
436795,safe
1019040,safe
643734,safe
390237,safe
459,safe
212333,safe
266078,safe
444321,safe
340259,safe
468105,safe
1014709,safe
391979,safe
984480,safe
259928,safe
974265,safe
28710,safe
249459,safe
661502,safe
797082,safe
697642,safe
52299,safe
290414,safe
1046167,safe
394276,safe
50789,safe
603,safe
61851,safe
339473,safe
597975,safe
939649,safe
356990,safe
1010437,safe
238684,safe
5175,safe
139976,safe
48050,safe
455650,safe
97217,safe
683392,safe
199258,safe
36642,safe
885008,safe
516289,safe
720054,safe
444161,safe
338158,safe
191004,safe
528141,safe
36243,safe
89768,safe
848394,safe
974821,safe
874465,safe
946310,safe
746142,safe
388460,safe
860814,safe
141465,safe
342335,safe
764207,safe
677658,safe
92930,safe
116194,safe
126417,safe
123608,safe
255600,safe
499987,safe
955391,safe
705468,safe
1032483,safe
1030602,safe
757175,safe
358990,safe
831558,safe
484140,safe
866079,safe
489937,safe
978199,safe
464972,safe
455347,safe
650138,safe
278922,safe
617711,safe
242508,safe
286973,safe
75706,safe
460264,safe
20169,safe
466845,safe
341791,safe
762721,safe
844702,safe
232656,safe
216,safe
45111,safe
889639,safe
1028430,safe
91004,safe
450093,safe
1039628,safe
133782,safe
989535,safe
807420,safe
370533,safe
651381,safe
6750,safe
289421,safe
793258,safe
5733,safe
944042,safe
1018997,safe
464123,safe
952820,safe
203724,safe
873151,safe
1071,safe
1018223,safe
984408,safe
674114,safe
539747,safe
820101,safe
438489,safe
1046401,safe
2916,safe
954223,safe
325662,safe
495435,safe
436301,safe
670667,safe
8784,safe
167858,unhealthy for sensitive groups
697487,safe
784048,safe
335599,safe
457642,safe
951830,safe
236360,safe
679633,safe
908672,safe
588294,safe
619454,safe
480955,safe
947572,safe
251009,safe
221713,safe
453558,safe
1042697,safe
891387,safe
265992,safe
902796,safe
683912,safe
302399,safe
341397,safe
12501,safe
751829,safe
926436,safe
734548,safe
654186,safe
190371,safe
401818,safe
4680,safe
625754,safe
204848,safe
1046408,unhealthy for sensitive groups
421697,safe
996231,safe
858953,safe
582383,safe
34560,safe
689168,safe
116320,safe
641223,safe
832886,safe
1034919,safe
754303,safe
216923,safe
539332,safe
369841,safe
672675,safe
220164,safe
1009373,safe
706082,safe
593002,safe
329188,safe
664431,safe
265631,safe
991759,safe
303531,safe
415767,safe
434519,safe
787473,safe
462930,safe
78621,safe
49741,safe
539866,safe
16533,safe
375256,safe
687659,safe
11601,safe
897003,safe
697684,safe
124849,safe
102156,safe
25461,safe
609413,safe
29970,safe
1045632,safe
261478,safe
49085,safe
367467,safe
296496,safe
358709,safe
401731,safe
629650,safe
20619,safe
657825,safe
164871,safe
846166,safe
522310,safe
118844,safe
113696,safe
517886,safe
250133,safe
458666,safe
920961,safe
568053,safe
152490,safe
145373,safe
759466,safe
1022712,safe
432554,safe
730531,safe
108885,safe
154561,safe
208201,safe
646920,safe
512813,safe
789389,safe
953036,safe
772254,safe
721040,safe
457075,safe
931638,safe
908584,safe
582399,safe
863344,safe
391645,safe
858357,safe
772972,safe
740152,safe
939501,safe
210758,safe
91658,unhealthy for sensitive groups
693834,safe
105579,safe
224556,safe
339842,safe
837710,safe
383860,safe
809427,safe
522294,safe
96436,safe
356969,safe
640371,safe
877199,safe
131625,safe
450434,safe
841710,safe
25164,safe
9315,safe
795700,safe
203153,safe
3015,safe
760678,safe
40229,safe
787124,safe
410835,safe
597594,safe
977114,safe
302684,safe
456758,safe
953915,safe
258599,safe
151876,safe
762937,safe
772225,safe
286937,safe
58227,safe
124468,safe
155793,safe
410126,safe
1000044,safe
790805,safe
2718,safe
481812,safe
922477,safe
269555,safe
242545,safe
109610,safe
68723,safe
9207,safe
46781,safe
736156,safe
284465,safe
4140,safe
63208,safe
3321,safe
1000541,safe
150766,safe
185010,safe
759362,safe
498159,safe
876598,safe
148665,safe
72039,safe
81661,unhealthy for sensitive groups
409611,safe
851813,safe
314686,safe
827110,safe
152147,safe
589928,safe
759961,safe
746725,safe
168194,safe
705405,safe
897743,safe
949485,safe
140197,safe
1046696,safe
488130,safe
389571,safe
360608,safe
43409,safe
546399,safe
257628,safe
635016,safe
772909,safe
807886,safe
671348,safe
832087,safe
52032,safe
474679,safe
774421,safe
938018,safe
487539,safe
893399,safe
146515,safe
233017,safe
205753,safe
367679,safe
546966,safe
8838,safe
722011,safe
547583,safe
994868,safe
679153,safe
850445,safe
595782,safe
273901,safe
691442,safe
1019116,safe
154531,safe
837521,safe
928791,safe
226065,safe
372153,safe
545441,safe
700032,safe
144690,safe
65919,safe
892193,safe
446075,safe
13923,safe
186976,safe
1038683,safe
147125,safe
104699,safe
681124,safe
942559,safe
117745,safe
700321,safe
992412,safe
98894,safe
434777,safe
1028171,safe
188086,safe
10971,safe
1023932,safe
1041822,safe
523696,safe
266173,safe
998544,safe
590420,safe
852464,safe
900306,safe
2511,safe
425001,safe
940585,safe
33174,safe
172707,safe
15120,safe
930688,safe
658121,safe
358589,safe
973511,safe
418264,safe
277433,safe
409050,safe
905728,safe
709383,safe
499509,safe
516040,safe
724965,safe
988580,safe
414236,safe
743674,safe
533887,safe
786944,safe
51787,safe
762082,safe
445737,safe
741084,safe
953530,safe
1021492,safe
27198,safe
731393,safe
173789,safe
386744,safe
696651,safe
388121,safe
123879,safe
284586,safe
351051,safe
97118,safe
538723,safe
398228,safe
1000116,safe
635086,safe
519461,safe
963981,safe
1041030,safe
51927,safe
696676,safe
805492,safe
892895,safe
405786,safe
669553,safe
921906,safe
95036,safe
18990,safe
673677,safe
184870,safe
800569,safe
715334,safe
178417,safe
546605,safe
436254,safe
899449,safe
400105,safe
55888,safe
62697,safe
911818,safe
613419,safe
27072,safe
753605,safe
843125,safe
606002,safe
506108,safe
104750,safe
374426,safe
642735,safe
364213,safe
18918,safe
771557,safe
235182,safe
892105,safe
827510,safe
652520,safe
398697,safe
678989,safe
215106,safe
377976,safe
562944,safe
363630,safe
449488,safe
685880,safe
503932,safe
491227,safe
143009,safe
272688,safe
514187,safe
16335,safe
826102,safe
975564,safe
182255,safe
280822,safe
746093,safe
165743,safe
530933,safe
808662,safe
612069,safe
183122,safe
683850,safe
260770,safe
820706,safe
825232,safe
43091,safe
268250,safe
229555,safe
373956,safe
188066,safe
793115,safe
968929,safe
806151,safe
328152,safe
46294,safe
938925,safe
425142,safe
946204,safe
843600,safe
343109,safe
90696,safe
437705,safe
972097,safe
167529,safe
591592,safe
872159,safe
714326,safe
644406,safe
79668,safe
73007,safe
442762,safe
532875,safe
568821,safe
421836,safe
793296,safe
766941,safe
280274,safe
542622,safe
448530,safe
545592,safe
470432,safe
995529,safe
13554,safe
1089,safe
546252,safe
723204,safe
622930,safe
763561,safe
629576,safe
983092,safe
147928,safe
781771,safe
520417,safe
807096,safe
966832,safe
7740,safe
864936,safe
869787,safe
445573,safe
237954,safe
122249,safe
197882,safe
53567,safe
40154,safe
459096,safe
610069,safe
880126,safe
650155,safe
563238,safe
734254,safe
905942,safe
341058,safe
735054,safe
902132,safe
810448,safe
442033,safe
754319,safe
457873,safe
320994,safe
466390,safe
156442,safe
238770,safe
697155,safe
686187,safe
143323,safe
779864,safe
778921,safe
437958,safe
488815,safe
874881,safe
99946,safe
892454,safe
544331,safe
797779,safe
462875,safe
433267,safe
1014590,safe
755101,safe
762975,safe
765109,safe
964100,safe
370737,safe
25434,safe
8361,safe
613890,safe
902544,safe
871075,safe
1013787,safe
472780,safe
274051,safe
601237,safe
161569,unhealthy for sensitive groups
614399,safe
152805,safe
591142,safe
8856,safe
288693,safe
875628,safe
187931,safe
615046,safe
759511,safe
667063,safe
472043,safe
678666,safe
978224,safe
1017296,safe
788548,safe
734655,safe
942953,safe
1001171,safe
225742,safe
788296,safe
1026507,safe
940865,safe
577307,safe
410805,safe
500109,safe
22248,safe
217082,safe
575532,safe
194623,safe
44232,safe
996193,safe
215797,safe
668664,safe
203848,safe
1009132,safe
709843,safe
455827,safe
147600,safe
510005,safe
693164,unhealthy for sensitive groups
794881,safe
877804,safe
110615,safe
409967,safe
383529,safe
939217,safe
756794,safe
1010610,safe
586455,safe
1023000,safe
818828,safe
587123,safe
418916,safe
75230,safe
509110,safe
750989,safe
85147,safe
135295,safe
189874,safe
493958,safe
446960,safe
562460,safe
1013969,safe
808696,safe
648545,safe
107150,safe
829155,safe
533681,safe
159956,safe
219005,safe
453275,safe
388104,safe
745827,safe
97565,safe
832276,safe
462871,safe
789452,safe
47157,safe
161540,unhealthy for sensitive groups
897444,safe
1037981,safe
540504,safe
794452,safe
378561,safe
892580,safe
545858,safe
538685,safe
456367,safe
563779,safe
175675,safe
550422,safe
1046774,safe
764115,safe
35370,safe
607949,safe
947419,safe
269235,safe
1027973,safe
167352,safe
1019933,safe
562377,safe
147436,safe
225386,safe
347906,safe
91452,safe
206568,safe
701490,safe
285869,safe
122320,safe
4590,safe
75479,safe
200349,safe
571222,safe
339006,safe
795801,safe
713817,safe
688510,safe
741398,safe
531883,safe
438506,safe
414059,safe
324209,safe
280717,safe
35838,safe
462451,safe
992509,safe
634897,safe
252656,safe
16281,safe
612460,safe
504277,safe
706929,safe
445784,safe
909122,safe
517866,safe
382100,safe
701662,safe
354863,safe
930371,safe
964494,safe
93631,safe
886912,safe
477982,safe
786406,safe
234534,safe
460842,safe
12519,safe
565901,safe
847044,safe
114434,safe
488764,safe
984858,safe
891189,safe
938594,safe
1037088,safe
567893,safe
180988,unhealthy for sensitive groups
249283,safe
627187,safe
1017339,safe
831709,safe
632218,safe
309831,safe
752933,safe
27306,safe
31716,safe
930396,safe
330031,safe
425682,safe
843793,safe
4005,safe
882065,safe
547801,safe
714993,safe
633117,safe
273187,safe
189891,safe
1023580,safe
967293,safe
765710,safe
272327,safe
498175,safe
937307,safe
759088,safe
346490,safe
962910,safe
12303,safe
884520,safe
250841,safe
620092,safe
808016,safe
434423,safe
544148,safe
20790,safe
1046483,safe
501735,safe
767915,safe
1027011,safe
658576,safe
56744,safe
1023898,safe
785158,safe
7839,safe
147452,safe
321363,safe
480476,safe
467629,safe
234026,safe
99217,safe
728636,safe
886172,safe
164884,safe
442285,safe
1033160,safe
448689,safe
523877,safe
677477,safe
492916,safe
48033,safe
11520,safe
875561,safe
142833,safe
526315,safe
764198,safe
270415,safe
1044801,safe
25650,safe
745029,safe
528957,safe
949591,safe
945734,safe
1038654,safe
4518,safe
1013935,safe
180661,unhealthy for sensitive groups
891664,safe
114962,safe
617219,safe
509456,safe
834900,safe
351713,safe
424034,safe
170619,safe
1045485,safe
400617,safe
865323,safe
968099,safe
192228,safe
327275,safe
299017,safe
184789,safe
301511,safe
478154,safe
178117,safe
404897,safe
890076,safe
707010,safe
821138,safe
242681,safe
474379,safe
754261,safe
111978,safe
1040141,safe
488659,safe
300299,safe
37605,safe
971339,safe
348512,safe
120678,safe
933730,safe
654416,safe
149318,safe
924275,safe
636135,safe
926427,safe
181387,safe
808142,safe
185295,safe
666447,safe
818639,safe
808574,safe
487351,safe
213373,safe
924707,safe
814842,safe
311413,safe
770805,safe
116156,safe
57272,safe
945277,safe
482586,safe
761474,safe
150067,safe
501462,safe
449730,safe
1015604,safe
517653,safe
119127,safe
673635,safe
673673,safe
372727,safe
809578,safe
697827,safe
14706,safe
949307,safe
428961,safe
333033,safe
